date,unit_name,unit_id,type,title,category,budget,award_amount,awarded_at,companies,job_number,url,notice_date,award_way,county,county_code,town_code,contact_person,contact_phone,losing_supplier,filename
20221208,衛生福利部臺南醫院,,決標公告,關節手術防護系統,財物類,,237500,20221208,惠合美儀器有限公司,TNHP1115052,https://www.google.com/search?q=TNHP1115052+%E9%97%9C%E7%AF%80%E6%89%8B%E8%A1%93%E9%98%B2%E8%AD%B7%E7%B3%BB%E7%B5%B1,20221216,最低標,臺南市,67000,67000370,花之敏,(06)2200055分機2519,,
20221207,國立中正大學,,決標公告,112年度資訊設備維護案,勞務類,,330000,20221207,鴻璋茶業有限公司,A1111207-3,https://www.google.com/search?q=A1111207-3+112%E5%B9%B4%E5%BA%A6%E8%B3%87%E8%A8%8A%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E6%A1%88,20221208,最低標,嘉義縣,10010,10010050,林香吟,(05)2720411分機13202,敦陽科技股份有限公司,
20221207,臺北市大安區金華國民小學,,決標公告,111年度教育部推動中小學數位學習精進計畫教學軟體及數位內容財物採購案,財物類,,273370,20221207,仕揚科技股份有限公司,11113,https://www.google.com/search?q=11113+111%E5%B9%B4%E5%BA%A6%E6%95%99%E8%82%B2%E9%83%A8%E6%8E%A8%E5%8B%95%E4%B8%AD%E5%B0%8F%E5%AD%B8%E6%95%B8%E4%BD%8D%E5%AD%B8%E7%BF%92%E7%B2%BE%E9%80%B2%E8%A8%88%E7%95%AB%E6%95%99%E5%AD%B8%E8%BB%9F%E9%AB%94%E5%8F%8A%E6%95%B8%E4%BD%8D%E5%85%A7%E5%AE%B9%E8%B2%A1%E7%89%A9%E6%8E%A1%E8%B3%BC%E6%A1%88,20221208,最低標,臺北市,63000,63000030,曹曦,(02)23917402分機830,,
20221207,法務部矯正署嘉義監獄,,決標公告,112年度資訊安全(C級機關)及資訊設備維護人力駐點服務聯合採購案,勞務類,,626000,20221207,華緯資訊企業社,111-11-30-02,https://www.google.com/search?q=111-11-30-02+112%E5%B9%B4%E5%BA%A6%E8%B3%87%E8%A8%8A%E5%AE%89%E5%85%A8%28C%E7%B4%9A%E6%A9%9F%E9%97%9C%29%E5%8F%8A%E8%B3%87%E8%A8%8A%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E4%BA%BA%E5%8A%9B%E9%A7%90%E9%BB%9E%E6%9C%8D%E5%8B%99%E8%81%AF%E5%90%88%E6%8E%A1%E8%B3%BC%E6%A1%88,20221216,參考最有利標精神,嘉義縣,10010,10010110,楊宗豪,(05)3621865分機206,,
20221207,國立東華大學,,決標公告,「臺灣學術網路(TANet)內容傳遞網路建置計畫-第2期」採購案,財物類,,145000000,20221207,台灣固網股份有限公司,No111-0024,https://www.google.com/search?q=No111-0024+%E3%80%8C%E8%87%BA%E7%81%A3%E5%AD%B8%E8%A1%93%E7%B6%B2%E8%B7%AF%28TANet%29%E5%85%A7%E5%AE%B9%E5%82%B3%E9%81%9E%E7%B6%B2%E8%B7%AF%E5%BB%BA%E7%BD%AE%E8%A8%88%E7%95%AB-%E7%AC%AC2%E6%9C%9F%E3%80%8D%E6%8E%A1%E8%B3%BC%E6%A1%88,20221209,最低標,花蓮縣,10015,10015060,郭家銘,(03)8906320分機,,
20221207,臺中市烏日區僑仁國民小學,,決標公告,電腦周邊設備採購,財物類,,309917,20221207,和利資訊有限公司,111M05,https://www.google.com/search?q=111M05+%E9%9B%BB%E8%85%A6%E5%91%A8%E9%82%8A%E8%A8%AD%E5%82%99%E6%8E%A1%E8%B3%BC,20221213,參考最有利標精神,臺中市,66000,66000230,林瓊玲,(04)23381241分機731,,
20221207,桃園市平鎮區新勢國民小學,,決標公告,111年度電腦教室環境設備更新計畫,財物類,,790000,20221207,振元資訊有限公司,C0304-11113,https://www.google.com/search?q=C0304-11113+111%E5%B9%B4%E5%BA%A6%E9%9B%BB%E8%85%A6%E6%95%99%E5%AE%A4%E7%92%B0%E5%A2%83%E8%A8%AD%E5%82%99%E6%9B%B4%E6%96%B0%E8%A8%88%E7%95%AB,20221208,參考最有利標精神,桃園市,68000,68000100,葉姿君,(03)4934736分機510,,
20221207,雲林縣土庫鎮越港國民小學,,決標公告,雲林智慧教育中心平板電腦採購案,財物類,,918000,20221207,神奕科技有限公司,YB1111129,https://www.google.com/search?q=YB1111129+%E9%9B%B2%E6%9E%97%E6%99%BA%E6%85%A7%E6%95%99%E8%82%B2%E4%B8%AD%E5%BF%83%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6%E6%8E%A1%E8%B3%BC%E6%A1%88,20221208,參考最有利標精神,雲林縣,10009,10009050,陳鴻民,(05)6620283分機9,,
20221207,屏東縣佳冬鄉公所,,決標公告,屏東縣佳冬鄉公所112年度保全系統服務勞務採購案,勞務類,,186480,20221207,中華警安保全股份有限公司,1111123-1,https://www.google.com/search?q=1111123-1+%E5%B1%8F%E6%9D%B1%E7%B8%A3%E4%BD%B3%E5%86%AC%E9%84%89%E5%85%AC%E6%89%80112%E5%B9%B4%E5%BA%A6%E4%BF%9D%E5%85%A8%E7%B3%BB%E7%B5%B1%E6%9C%8D%E5%8B%99%E5%8B%9E%E5%8B%99%E6%8E%A1%E8%B3%BC%E6%A1%88,20221207,最低標,屏東縣,10013,10013210,總務陳明毅,(08)8662714分機105,,
20221207,金融監督管理委員會檢查局,,決標公告,112年度檢查行政資訊系統委外維護案,勞務類,,600000,20221207,關貿網路股份有限公司,112A008,https://www.google.com/search?q=112A008+112%E5%B9%B4%E5%BA%A6%E6%AA%A2%E6%9F%A5%E8%A1%8C%E6%94%BF%E8%B3%87%E8%A8%8A%E7%B3%BB%E7%B5%B1%E5%A7%94%E5%A4%96%E7%B6%AD%E8%AD%B7%E6%A1%88,20221216,參考最有利標精神,新北市,65000,65000010,桂麗莉，陳榮吉,"(02)89680899分機0179,0031",,
20221207,高雄市政府運動發展局,,決標公告,112年度高雄國家體育場資訊網路設備維護暨服務採購案,勞務類,,668000,20221207,欣智科技有限公司,111L12,https://www.google.com/search?q=111L12+112%E5%B9%B4%E5%BA%A6%E9%AB%98%E9%9B%84%E5%9C%8B%E5%AE%B6%E9%AB%94%E8%82%B2%E5%A0%B4%E8%B3%87%E8%A8%8A%E7%B6%B2%E8%B7%AF%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E6%9A%A8%E6%9C%8D%E5%8B%99%E6%8E%A1%E8%B3%BC%E6%A1%88,20221215,最低標,高雄市,64000,64000030,朱啓華,(07)5813680分機601,,
20221207,金融監督管理委員會,,決標公告,112年度人事陞任系統增修維護案,勞務類,,123000,20221207,凌群電腦股份有限公司,112-02,https://www.google.com/search?q=112-02+112%E5%B9%B4%E5%BA%A6%E4%BA%BA%E4%BA%8B%E9%99%9E%E4%BB%BB%E7%B3%BB%E7%B5%B1%E5%A2%9E%E4%BF%AE%E7%B6%AD%E8%AD%B7%E6%A1%88,20221209,參考最有利標精神,新北市,65000,65000010,王先生或楊先生,(02)89680241分機,,
20221207,國立臺灣圖書館,,決標公告,11年度「藝術文化欣賞課程-戀戀台灣300年」等2種資料庫買斷案,財物類,,350000,20221207,播種者數位股份有限公司,NTL-lsy1110045,https://www.google.com/search?q=NTL-lsy1110045+11%E5%B9%B4%E5%BA%A6%E3%80%8C%E8%97%9D%E8%A1%93%E6%96%87%E5%8C%96%E6%AC%A3%E8%B3%9E%E8%AA%B2%E7%A8%8B-%E6%88%80%E6%88%80%E5%8F%B0%E7%81%A3300%E5%B9%B4%E3%80%8D%E7%AD%892%E7%A8%AE%E8%B3%87%E6%96%99%E5%BA%AB%E8%B2%B7%E6%96%B7%E6%A1%88,20221212,最低標,新北市,65000,65000030,呂詩盈,(02)29266888分機6709,,
20221207,法務部調查局航業調查處,,決標公告,監視系統改善,財物類,,195000,20221207,訊暘電訊有限公司,11102,https://www.google.com/search?q=11102+%E7%9B%A3%E8%A6%96%E7%B3%BB%E7%B5%B1%E6%94%B9%E5%96%84,20221208,參考最有利標精神,臺中市,66000,66000140,王樂群,(04)26560555分機3401,,
20221207,財團法人國家同步輻射研究中心,,決標公告,低溫系統用液態氮LN2開口契約,財物類,,47998800,20221207,聯華氣體工業股份有限公司中港分公司,SRPO-1120001,https://www.google.com/search?q=SRPO-1120001+%E4%BD%8E%E6%BA%AB%E7%B3%BB%E7%B5%B1%E7%94%A8%E6%B6%B2%E6%85%8B%E6%B0%AELN2%E9%96%8B%E5%8F%A3%E5%A5%91%E7%B4%84,20221209,最低標,,,,王思丁,(03)5780281分機8405,,
20221207,國家科學及技術委員會中部科學園區管理局,,決標公告,本局102發包室及多功能陳列室重新設置視訊系統及音響設備,財物類,,897000,20221207,宏傑音響有限公司,111g504692,https://www.google.com/search?q=111g504692+%E6%9C%AC%E5%B1%80102%E7%99%BC%E5%8C%85%E5%AE%A4%E5%8F%8A%E5%A4%9A%E5%8A%9F%E8%83%BD%E9%99%B3%E5%88%97%E5%AE%A4%E9%87%8D%E6%96%B0%E8%A8%AD%E7%BD%AE%E8%A6%96%E8%A8%8A%E7%B3%BB%E7%B5%B1%E5%8F%8A%E9%9F%B3%E9%9F%BF%E8%A8%AD%E5%82%99,20221208,最低標,臺中市,66000,66000060,張妙嬋(規範)/章靖(程序),(04)25658588分機6937,,
20221207,國立陽明交通大學,,決標公告,WEBPAT全球專利資訊網資料庫一年,財物類,,215000,20221207,新穎數位文創股份有限公司,F111318,https://www.google.com/search?q=F111318+WEBPAT%E5%85%A8%E7%90%83%E5%B0%88%E5%88%A9%E8%B3%87%E8%A8%8A%E7%B6%B2%E8%B3%87%E6%96%99%E5%BA%AB%E4%B8%80%E5%B9%B4,20221207,最低標,,,,李建漳,(03)5712121分機52105,,
20221207,苗栗縣竹南鎮頂埔國民小學,,決標公告,111年推動中小學數位學習精進方案 -BYOD & THSD實施計畫之電信費採購,勞務類,,144000,20221207,中華電信股份有限公司企業客戶分公司,1111121A,https://www.google.com/search?q=1111121A+111%E5%B9%B4%E6%8E%A8%E5%8B%95%E4%B8%AD%E5%B0%8F%E5%AD%B8%E6%95%B8%E4%BD%8D%E5%AD%B8%E7%BF%92%E7%B2%BE%E9%80%B2%E6%96%B9%E6%A1%88+-BYOD+%26+THSD%E5%AF%A6%E6%96%BD%E8%A8%88%E7%95%AB%E4%B9%8B%E9%9B%BB%E4%BF%A1%E8%B2%BB%E6%8E%A1%E8%B3%BC,20221208,參考最有利標精神,苗栗縣,10005,10005040,鍾涵玉,(037)671785分機202,,
20221207,臺中市豐原區豐原國民小學,,決標公告,臺中市豐原區豐原國民小學辦理「111學年度第1次身心障礙學生教育輔助器材-FM調頻教學輔助系統」採購招標,財物類,,650000,20221207,頌主恩實業有限公司,11127,https://www.google.com/search?q=11127+%E8%87%BA%E4%B8%AD%E5%B8%82%E8%B1%90%E5%8E%9F%E5%8D%80%E8%B1%90%E5%8E%9F%E5%9C%8B%E6%B0%91%E5%B0%8F%E5%AD%B8%E8%BE%A6%E7%90%86%E3%80%8C111%E5%AD%B8%E5%B9%B4%E5%BA%A6%E7%AC%AC1%E6%AC%A1%E8%BA%AB%E5%BF%83%E9%9A%9C%E7%A4%99%E5%AD%B8%E7%94%9F%E6%95%99%E8%82%B2%E8%BC%94%E5%8A%A9%E5%99%A8%E6%9D%90-FM%E8%AA%BF%E9%A0%BB%E6%95%99%E5%AD%B8%E8%BC%94%E5%8A%A9%E7%B3%BB%E7%B5%B1%E3%80%8D%E6%8E%A1%E8%B3%BC%E6%8B%9B%E6%A8%99,20221207,最低標,臺中市,66000,66000090,謝仲森,(04)25222066分機704,,
20221207,國立臺北科技大學,,決標公告,圖書館電子資源管理系統維護案,勞務類,,296000,20221207,凌網科技股份有限公司,111A11890006,https://www.google.com/search?q=111A11890006+%E5%9C%96%E6%9B%B8%E9%A4%A8%E9%9B%BB%E5%AD%90%E8%B3%87%E6%BA%90%E7%AE%A1%E7%90%86%E7%B3%BB%E7%B5%B1%E7%B6%AD%E8%AD%B7%E6%A1%88,20221220,最低標,臺北市,63000,63000030,張玉美,(02)27712171分機1322,,
20221207,國立臺北科技大學,,決標公告,臺北聯合大學圖書資源共享平台維護案,勞務類,,244000,20221207,凌網科技股份有限公司,111A11890007,https://www.google.com/search?q=111A11890007+%E8%87%BA%E5%8C%97%E8%81%AF%E5%90%88%E5%A4%A7%E5%AD%B8%E5%9C%96%E6%9B%B8%E8%B3%87%E6%BA%90%E5%85%B1%E4%BA%AB%E5%B9%B3%E5%8F%B0%E7%B6%AD%E8%AD%B7%E6%A1%88,20221220,最低標,臺北市,63000,63000030,張玉美,(02)27712171分機1322,,
20221207,經濟部工業局,,決標公告,112年度龜山工業區雨水排水系統清淤工作,勞務類,,500000,20221207,安師環保工程有限公司,113112-02-0005,https://www.google.com/search?q=113112-02-0005+112%E5%B9%B4%E5%BA%A6%E9%BE%9C%E5%B1%B1%E5%B7%A5%E6%A5%AD%E5%8D%80%E9%9B%A8%E6%B0%B4%E6%8E%92%E6%B0%B4%E7%B3%BB%E7%B5%B1%E6%B8%85%E6%B7%A4%E5%B7%A5%E4%BD%9C,20221209,最低標,桃園市,68000,68000010,張芷瑜,(03)3677356分機6589,友琛環保有限公司,
20221207,臺中市立神岡工業高級中等學校,,決標公告,臺中市立神岡工業高級中等學校111年專科教室教學資訊設備採購,財物類,,150000,20221207,拓越資訊有限公司,111021,https://www.google.com/search?q=111021+%E8%87%BA%E4%B8%AD%E5%B8%82%E7%AB%8B%E7%A5%9E%E5%B2%A1%E5%B7%A5%E6%A5%AD%E9%AB%98%E7%B4%9A%E4%B8%AD%E7%AD%89%E5%AD%B8%E6%A0%A1111%E5%B9%B4%E5%B0%88%E7%A7%91%E6%95%99%E5%AE%A4%E6%95%99%E5%AD%B8%E8%B3%87%E8%A8%8A%E8%A8%AD%E5%82%99%E6%8E%A1%E8%B3%BC,20221207,最低標,臺中市,66000,66000160,陳惠貞,(04)25623421分機631,創源國際有限公司,
20221207,新北市石碇區公所,,決標公告,112年度資訊設備管理與共同框架網站委外服務案,勞務類,,360000,20221207,博星資訊有限公司,1111021A,https://www.google.com/search?q=1111021A+112%E5%B9%B4%E5%BA%A6%E8%B3%87%E8%A8%8A%E8%A8%AD%E5%82%99%E7%AE%A1%E7%90%86%E8%88%87%E5%85%B1%E5%90%8C%E6%A1%86%E6%9E%B6%E7%B6%B2%E7%AB%99%E5%A7%94%E5%A4%96%E6%9C%8D%E5%8B%99%E6%A1%88,20221207,參考最有利標精神,新北市,65000,65000190,田先生,(02)26631080分機263,,
20221207,苗栗縣政府,,決標公告,112年度苗栗縣18鄉鎮市戶政事務所電腦機房維護案,勞務類,,690000,20221207,隆業興科技有限公司,111074f,https://www.google.com/search?q=111074f+112%E5%B9%B4%E5%BA%A6%E8%8B%97%E6%A0%97%E7%B8%A318%E9%84%89%E9%8E%AE%E5%B8%82%E6%88%B6%E6%94%BF%E4%BA%8B%E5%8B%99%E6%89%80%E9%9B%BB%E8%85%A6%E6%A9%9F%E6%88%BF%E7%B6%AD%E8%AD%B7%E6%A1%88,20221207,參考最有利標精神,苗栗縣,10005,10005010,賴亭儒,(037)559526分機,,
20221207,經濟部加工出口區管理處中港分處,,決標公告,112年臺中港科技產業園區監視系統及周邊設備維護勞務採購案,勞務類,,629538,20221207,佳音通信有限公司,11221707,https://www.google.com/search?q=11221707+112%E5%B9%B4%E8%87%BA%E4%B8%AD%E6%B8%AF%E7%A7%91%E6%8A%80%E7%94%A2%E6%A5%AD%E5%9C%92%E5%8D%80%E7%9B%A3%E8%A6%96%E7%B3%BB%E7%B5%B1%E5%8F%8A%E5%91%A8%E9%82%8A%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E5%8B%9E%E5%8B%99%E6%8E%A1%E8%B3%BC%E6%A1%88,20221209,最低標,臺中市,66000,66000140,林怡萱,(04)26581215分機657,,
20221207,新北市政府人事處,,決標公告,新北市政府人事處人才資料庫改版建置採購案,勞務類,,811000,20221207,科技管理家網路事業股份有限公司,NPER11107,https://www.google.com/search?q=NPER11107+%E6%96%B0%E5%8C%97%E5%B8%82%E6%94%BF%E5%BA%9C%E4%BA%BA%E4%BA%8B%E8%99%95%E4%BA%BA%E6%89%8D%E8%B3%87%E6%96%99%E5%BA%AB%E6%94%B9%E7%89%88%E5%BB%BA%E7%BD%AE%E6%8E%A1%E8%B3%BC%E6%A1%88,20221219,參考最有利標精神,新北市,65000,65000010,人力科陳小姐/秘書室洪小姐,(02)29603456分機4329/4392,品威科技有限公司,
20221207,國立東華大學,,決標公告,虛擬電廠互動系統,財物類,,538000,20221207,晶盛科技股份有限公司,No111-1112,https://www.google.com/search?q=No111-1112+%E8%99%9B%E6%93%AC%E9%9B%BB%E5%BB%A0%E4%BA%92%E5%8B%95%E7%B3%BB%E7%B5%B1,20221216,最低標,花蓮縣,10015,10015060,郭先生,(03)8906313分機,,
20221207,臺中市烏日區僑仁國民小學,,決標公告,僑仁國小推動資訊融入教學設備採購,財物類,,200000,20221207,台信事務儀器有限公司,111M06,https://www.google.com/search?q=111M06+%E5%83%91%E4%BB%81%E5%9C%8B%E5%B0%8F%E6%8E%A8%E5%8B%95%E8%B3%87%E8%A8%8A%E8%9E%8D%E5%85%A5%E6%95%99%E5%AD%B8%E8%A8%AD%E5%82%99%E6%8E%A1%E8%B3%BC,20221208,參考最有利標精神,臺中市,66000,66000230,林瓊玲,(04)23381241分機731,,
20221207,國立體育大學,,決標公告,汰換資訊機房環控系統,財物類,,190000,20221207,勁勇資訊顧問有限公司,111126,https://www.google.com/search?q=111126+%E6%B1%B0%E6%8F%9B%E8%B3%87%E8%A8%8A%E6%A9%9F%E6%88%BF%E7%92%B0%E6%8E%A7%E7%B3%BB%E7%B5%B1,20221214,最低標,桃園市,68000,68000070,規格:熊先生.流程:黃先生,(03)3283201分機1428.1103,,
20221207,文化部,,招標公告,112-114年「本部暨所屬機關電腦機房及個人電腦維護案」,勞務類,,,20221207,,1111104A,https://www.google.com/search?q=1111104A+112-114%E5%B9%B4%E3%80%8C%E6%9C%AC%E9%83%A8%E6%9A%A8%E6%89%80%E5%B1%AC%E6%A9%9F%E9%97%9C%E9%9B%BB%E8%85%A6%E6%A9%9F%E6%88%BF%E5%8F%8A%E5%80%8B%E4%BA%BA%E9%9B%BB%E8%85%A6%E7%B6%AD%E8%AD%B7%E6%A1%88%E3%80%8D,,,,,,,,,
20221207,國立臺灣大學,,決標公告,自動蛋白質層析系統,財物類,,890000,20221207,進階生物科技股份有限公司,1111593,https://www.google.com/search?q=1111593+%E8%87%AA%E5%8B%95%E8%9B%8B%E7%99%BD%E8%B3%AA%E5%B1%A4%E6%9E%90%E7%B3%BB%E7%B5%B1,20221207,最低標,臺北市,63000,63000030,李宜臻,(02)33662191分機204,,
20221207,臺北市立大安高級工業職業學校,,決標公告,112年度網路電話（語音）節費服務,勞務類,,267050,20221207,艾奇網路科技有限公司,N1120003,https://www.google.com/search?q=N1120003+112%E5%B9%B4%E5%BA%A6%E7%B6%B2%E8%B7%AF%E9%9B%BB%E8%A9%B1%EF%BC%88%E8%AA%9E%E9%9F%B3%EF%BC%89%E7%AF%80%E8%B2%BB%E6%9C%8D%E5%8B%99,20221212,最低標,臺北市,63000,63000030,王啟能,(02)27091630分機1407,,
20221207,臺南市西港區松林國民小學,,決標公告,臺南市松林國小數位機會中心學習載具汰換採購,財物類,,291800,20221207,長峰資訊股份有限公司,soles11105,https://www.google.com/search?q=soles11105+%E8%87%BA%E5%8D%97%E5%B8%82%E6%9D%BE%E6%9E%97%E5%9C%8B%E5%B0%8F%E6%95%B8%E4%BD%8D%E6%A9%9F%E6%9C%83%E4%B8%AD%E5%BF%83%E5%AD%B8%E7%BF%92%E8%BC%89%E5%85%B7%E6%B1%B0%E6%8F%9B%E6%8E%A1%E8%B3%BC,20221213,參考最有利標精神,臺南市,67000,67000140,王健銘,(06)7952205分機13,,
20221207,內政部警政署,,招標公告,112年度資安設備維護暨技術服務委託案,勞務類,,,20221207,,112HGS01,https://www.google.com/search?q=112HGS01+112%E5%B9%B4%E5%BA%A6%E8%B3%87%E5%AE%89%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E6%9A%A8%E6%8A%80%E8%A1%93%E6%9C%8D%E5%8B%99%E5%A7%94%E8%A8%97%E6%A1%88,,,,,,,,,
20221207,臺南市東山區東山國民小學,,決標公告,臺南市東山國小DOC數位中心平板電腦財物採購案,財物類,,291800,20221207,華泓科技有限公司,DS1111103,https://www.google.com/search?q=DS1111103+%E8%87%BA%E5%8D%97%E5%B8%82%E6%9D%B1%E5%B1%B1%E5%9C%8B%E5%B0%8FDOC%E6%95%B8%E4%BD%8D%E4%B8%AD%E5%BF%83%E5%B9%B3%E6%9D%BF%E9%9B%BB%E8%85%A6%E8%B2%A1%E7%89%A9%E6%8E%A1%E8%B3%BC%E6%A1%88,20221208,參考最有利標精神,臺南市,67000,67000060,李政道,(06)6802274分機41,,
20221207,臺北市停車管理工程處,,決標公告,112年度停車欠費平信、掛號催繳業務系統採購案,財物類,,11307604,20221207,三番股份有限公司,1122001,https://www.google.com/search?q=1122001+112%E5%B9%B4%E5%BA%A6%E5%81%9C%E8%BB%8A%E6%AC%A0%E8%B2%BB%E5%B9%B3%E4%BF%A1%E3%80%81%E6%8E%9B%E8%99%9F%E5%82%AC%E7%B9%B3%E6%A5%AD%E5%8B%99%E7%B3%BB%E7%B5%B1%E6%8E%A1%E8%B3%BC%E6%A1%88,20221226,最有利標,臺北市,63000,63000020,王志揚,(02)27590666分機6485,,
20221207,經濟部標準檢驗局,,招標公告,112年度公文線上簽核管理系統維護委外服務案,勞務類,,,20221207,,1D081111031-76,https://www.google.com/search?q=1D081111031-76+112%E5%B9%B4%E5%BA%A6%E5%85%AC%E6%96%87%E7%B7%9A%E4%B8%8A%E7%B0%BD%E6%A0%B8%E7%AE%A1%E7%90%86%E7%B3%BB%E7%B5%B1%E7%B6%AD%E8%AD%B7%E5%A7%94%E5%A4%96%E6%9C%8D%E5%8B%99%E6%A1%88,,,,,,,,,
20221207,臺北市內湖區東湖國民小學,,決標公告,111年度教學軟體及數位內容財物採購案,財物類,,184672,20221207,仕揚科技股份有限公司,dhes11125,https://www.google.com/search?q=dhes11125+111%E5%B9%B4%E5%BA%A6%E6%95%99%E5%AD%B8%E8%BB%9F%E9%AB%94%E5%8F%8A%E6%95%B8%E4%BD%8D%E5%85%A7%E5%AE%B9%E8%B2%A1%E7%89%A9%E6%8E%A1%E8%B3%BC%E6%A1%88,20221207,最高標,臺北市,63000,63000100,張恆嘉,(02)26339984分機125,,
20221207,國立臺北商業大學,,決標公告,112年EndNote書目管理軟體採購案,財物類,,180000,20221207,碩睿資訊有限公司,G1111109,https://www.google.com/search?q=G1111109+112%E5%B9%B4EndNote%E6%9B%B8%E7%9B%AE%E7%AE%A1%E7%90%86%E8%BB%9F%E9%AB%94%E6%8E%A1%E8%B3%BC%E6%A1%88,20221216,最低標,臺北市,63000,63000050,陳文娟,(02)23226117分機,,
20221207,新北市雙溪區公所,,決標公告,新北市雙溪區112年度民眾防護行動廣播系統維護案(開口合約),財物類,,145000,20221207,宏偵工程有限公司,111039,https://www.google.com/search?q=111039+%E6%96%B0%E5%8C%97%E5%B8%82%E9%9B%99%E6%BA%AA%E5%8D%80112%E5%B9%B4%E5%BA%A6%E6%B0%91%E7%9C%BE%E9%98%B2%E8%AD%B7%E8%A1%8C%E5%8B%95%E5%BB%A3%E6%92%AD%E7%B3%BB%E7%B5%B1%E7%B6%AD%E8%AD%B7%E6%A1%88%28%E9%96%8B%E5%8F%A3%E5%90%88%E7%B4%84%29,20221209,最低標,新北市,65000,65000250,賴宗裕,(02)24931111分機113,,
20221207,高雄高等行政法院,,決標公告,高雄高等行政法院112年度電腦暨週邊設備維護採購案,勞務類,,853000,20221207,大同股份有限公司高雄分公司,ksb1111207,https://www.google.com/search?q=ksb1111207+%E9%AB%98%E9%9B%84%E9%AB%98%E7%AD%89%E8%A1%8C%E6%94%BF%E6%B3%95%E9%99%A2112%E5%B9%B4%E5%BA%A6%E9%9B%BB%E8%85%A6%E6%9A%A8%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99%E7%B6%AD%E8%AD%B7%E6%8E%A1%E8%B3%BC%E6%A1%88,20221212,參考最有利標精神,高雄市,64000,64000040,洪美智,(07)3573759分機,,
20221207,國立公共資訊圖書館,,決標公告,國立公共資訊圖書館112年度簡訊發送服務採購案,勞務類,,180000,20221207,互動資通股份有限公司,NLPI-N-11111074,https://www.google.com/search?q=NLPI-N-11111074+%E5%9C%8B%E7%AB%8B%E5%85%AC%E5%85%B1%E8%B3%87%E8%A8%8A%E5%9C%96%E6%9B%B8%E9%A4%A8112%E5%B9%B4%E5%BA%A6%E7%B0%A1%E8%A8%8A%E7%99%BC%E9%80%81%E6%9C%8D%E5%8B%99%E6%8E%A1%E8%B3%BC%E6%A1%88,20221207,最低標,,,,謝坤宏,(04)22625100分機1907,,
20221207,國立臺灣圖書館,,決標公告,111年度「歷代書法碑帖集成」及「經典人文學刊庫（2021.07-2022.06）」等2種資料庫買斷案,財物類,,190000,20221207,聯合百科電子出版有限公司,NTL-lsy1110042,https://www.google.com/search?q=NTL-lsy1110042+111%E5%B9%B4%E5%BA%A6%E3%80%8C%E6%AD%B7%E4%BB%A3%E6%9B%B8%E6%B3%95%E7%A2%91%E5%B8%96%E9%9B%86%E6%88%90%E3%80%8D%E5%8F%8A%E3%80%8C%E7%B6%93%E5%85%B8%E4%BA%BA%E6%96%87%E5%AD%B8%E5%88%8A%E5%BA%AB%EF%BC%882021.07-2022.06%EF%BC%89%E3%80%8D%E7%AD%892%E7%A8%AE%E8%B3%87%E6%96%99%E5%BA%AB%E8%B2%B7%E6%96%B7%E6%A1%88,20221212,最低標,新北市,65000,65000030,呂詩盈,(02)29266888分機6709,,
20221207,臺東縣政府,,決標公告,大王國中--原住民族多功能教室資訊設備採購,財物類,,430000,20221207,庠瑞創意有限公司,111200720309,https://www.google.com/search?q=111200720309+%E5%A4%A7%E7%8E%8B%E5%9C%8B%E4%B8%AD--%E5%8E%9F%E4%BD%8F%E6%B0%91%E6%97%8F%E5%A4%9A%E5%8A%9F%E8%83%BD%E6%95%99%E5%AE%A4%E8%B3%87%E8%A8%8A%E8%A8%AD%E5%82%99%E6%8E%A1%E8%B3%BC,20221214,參考最有利標精神,臺東縣,10014,10014010,大王國中，承辦人：戴家祥先生,(089)781324分機,,
20221207,國立彰化師範大學,,決標公告,SPORTDiscus索摘資料庫及7種西文電子期刊,財物類,,354000,20221207,美商博科外文資訊股份有限公司台灣分公司,CT1111130,https://www.google.com/search?q=CT1111130+SPORTDiscus%E7%B4%A2%E6%91%98%E8%B3%87%E6%96%99%E5%BA%AB%E5%8F%8A7%E7%A8%AE%E8%A5%BF%E6%96%87%E9%9B%BB%E5%AD%90%E6%9C%9F%E5%88%8A,20221208,最低標,彰化縣,10007,10007010,採資組-黃琬婷,(04)7232105分機5846,,
20221207,高雄市立瑞祥高級中學,,決標公告,112年度電腦軟硬體暨週邊設備委外維護採購案,勞務類,,188900,20221207,欣智科技有限公司,1111124,https://www.google.com/search?q=1111124+112%E5%B9%B4%E5%BA%A6%E9%9B%BB%E8%85%A6%E8%BB%9F%E7%A1%AC%E9%AB%94%E6%9A%A8%E9%80%B1%E9%82%8A%E8%A8%AD%E5%82%99%E5%A7%94%E5%A4%96%E7%B6%AD%E8%AD%B7%E6%8E%A1%E8%B3%BC%E6%A1%88,20221215,參考最有利標精神,高雄市,64000,64000090,倪數紋,(07)8152271分機323,,
